speaker	start	end	label	contexto	n_palabras	palabras_por_seg	fonemas_por_seg	F0_mean	F0_median	F0_sd	F0_range_st	F0_delta_st	F0_final_delta_st	F0_final_pattern	Int_mean	Int_median	Int_sd	F0_ini_q1	F0_ini_q2	F0_ini_q3	F0_ini_q4	F0_fin_q1	F0_fin_q2	F0_fin_q3	F0_fin_q4	Int_ini_q1	Int_ini_q2	Int_ini_q3	Int_ini_q4	Int_fin_q1	Int_fin_q2	Int_fin_q3	Int_fin_q4	anot1	anot2	anot3	anot4	anot5	anot6	anot7	anot8	anot9	anot10	anot11	anot12	anot13	anot14	anot15	anot16	anot17	anot18	anot19	anot20	anot21	anot22	anot23	anot24	anot25	anot26	anot27	anot28	anot29	anot30	anot31	anot32	anot33	observaciones
e - words	34.578	35.768002	es algo que me preocupa eh	e - words: el verano que viene va a ser peor que este | e - words: y así sucesivamente así es que | i - words: mm | e - words: no sé lo que os va a quedar a los jóvenes | i - words: pues sí [bracketed] | e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor	6	5.04200833275911	17.6470291646569	156.069340283358	157.917327880859	24.139001221236	5.01120010592513	1.46732000168422	2.5146907444957	DAA	35.8849948025576	36.2685020673326	1.15791145074396	139.674171447754	91.8165817260742	148.890014648438	155.435119628906	152.845739746094	139.570871988932	149.801315307617	176.740650939941	34.539870075983	35.7278655985485	36.3095637798058	36.4132554852333	37.0050649623221	37.0033543393836	36.5058776112819	35.1815520623247	Enunciado completo	Dubitativa / mitigada	Información dada	Simple	Autocorrección puntual	Narrativa (contar hechos)	Cita directa (dijo: "...")	Presente / general	Asertiva / informativa	Gestión de acuerdo / desacuerdo	Atenuación fuerte	Orientada al yo (autoprotección)	Marcadores atenuantes (bueno, hombre, oye...)	Cualitativa (súper, re-, -ísimo...)	No relevante / neutra	Crítica indirecta	Autoelogio / autopromoción	Inicio de tema / secuencia	Toma de turno limpia	Respuesta a pregunta	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Confirmación / feedback mínimo	Personal (yo, tú, nosotros...)	Muletillas (en plan, ¿sabes?, ¿vale?, tío/tía...)	Ninguno	Neutra / sin emoción marcada	No hay	Ninguno	Hiperventilación ligera	No hay	Otros	Neutra	
i - words	36.351002	36.814	sí sí sí	e - words: y así sucesivamente así es que | i - words: mm | e - words: no sé lo que os va a quedar a los jóvenes | i - words: pues sí [bracketed] | e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor	3	6.47950963071116	12.9590192614223	92.8325300619636	92.1817474365234	3.53047369137167	1.66451549071494	-1.54978170059905	-0.956085096341531	PPP	33.8497877648957	34.2323241052025	1.2609264710211					92.6752643585205	92.0560894012451	89.9879970550537	88.7224025726318	29.7108641076898	31.2154741150466	32.0903143569675	32.7074924930579	34.0607664931456	33.7522235019029	33.6004847966793	33.7668591586258	Continuador (ajá, mhm, sí sí...)	Exclamativa	Información nueva	Simple	Sin reformulación	Argumentativa (defender un punto de vista)	No hay cita	Presente / general	Fática (mantener contacto)	Neutra	Sin atenuación	Orientada a la relación (cuidar el vínculo)	Léxico (un poco, algo, más bien...)	Sin intensificación	No relevante / neutra	Crítica directa	Justificación / excusa	Continuación / desarrollo	Solapamiento cooperativo	Desplazamiento temático	Solapamientos conflictivos / competitivos	Conectivo contrastivo (pero, sin embargo...)	Preguntas fáticas (¿vale?, ¿sí?)	Personal (yo, tú, nosotros...)	Frases hechas / proverbios	Otros sonidos no verbales	Asco	Suspiro solapado	Ninguno	Ninguno	No hay	Irrelevante	Lúdica / irónica	
e - words	37.223996	39.704999	aunque digan que no hay cambio climático sí que lo hay	i - words: mm | e - words: no sé lo que os va a quedar a los jóvenes | i - words: pues sí [bracketed] | e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos	11	4.43369072911238	17.7347629164495	166.195802002754	154.149963378906	44.4125352403944	7.91662779496083	-0.508691319732713	0.147590520829105	DAP	35.9438715456102	36.2916519598191	1.37729289986758	150.867706298828	150.790813099254	151.641083457253	156.125828618589	143.872666208368	130.62042872111	144.101625141345	145.104447214227	35.775794770106	36.0156244596688	36.447394423354	36.9896733619807	37.6375029905413	36.7126221986349	37.2211073194024	36.849431546325	Respuesta mínima (sí, ya, claro...)	Afirmativa	Información nueva	Subordinación ligera	Sin reformulación	Narrativa (contar hechos)	No hay cita	Hipotético / condicional	Asertiva / informativa	Neutra	Sin atenuación	Orientada al decir (presentación del enunciado)	Modalizadores (creo, me parece, supongo...)	Múltiple (varias combinadas)	Autoimagen mitigada (autocrítica, modestia)	Neutra	Autocrítica seria	Reacción evaluativa	Solapamiento cooperativo	Contraste / oposición	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	No fática	Temporal (ahora, luego, antes...)	Ninguno destacado	Ninguno	Neutra / sin emoción marcada	Solapamiento cooperativo	Esfuerzo / molestia	Ninguno	Sonidos que inician turno (chasquido, inspiración)	Irrelevante	Cercanía / intimidad	
i - words	41.117001	41.247998	mm	e - words: no sé lo que os va a quedar a los jóvenes | i - words: pues sí [bracketed] | e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos	1	7.63376260525046	15.2675252105009	94.7945124308268	95.1941146850586	3.24407850495164	1.4580493350222	-0.342801701618725	-0.185702708637955	PPP	33.6798191547363	33.8288780673646	0.434418247684553					96.4285736083984	94.5329971313477	95.1941146850586	95.3997497558594									Fragmento	Afirmativa	Información nueva	Simple	Sin reformulación	Narrativa (contar hechos)	No hay cita	Pasado (relato)	Expresiva (emoción, reacción)	Gestión de acuerdo / desacuerdo	Sin atenuación	Orientada al yo (autoprotección)	Léxico (un poco, algo, más bien...)	Evaluativa (es brutal, es horrible...)	No relevante / neutra	Neutra	Neutra	Cambio de tema	Toma de turno limpia	Continuación lineal	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Asegurar contacto (¿sabes?, ¿no?, ¿eh?)	Temporal (ahora, luego, antes...)	Ninguno destacado	Risa solapada con habla	Alegría	Sonidos incidentales del hablante	Esfuerzo / molestia	Expiración marcada	No hay	Otros	Tensión / ansiedad	
e - words	41.311002	42.271001	yo lo he estado observando	i - words: pues sí [bracketed] | e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo	5	5.20833875868623	22.9166905382194	157.404025018552	150.919326782227	18.5601943330701	5.03641973709995	1.72234346489724	-2.37337452055884	PPD	35.9260354199733	36.075486222298	0.823296097321624	142.455401950412	139.905010986328	137.443864440918	146.580902099609	180.992902967665	183.578686523438	180.36368560791	157.80598449707	36.2800617707951	36.7351413285327	36.6742966817106	36.7856576493145	35.1742352984591	35.8220230963178	36.23215227102	36.1022468801365	Enunciado completo	Afirmativa	Información nueva	Simple	Sin reformulación	Argumentativa (defender un punto de vista)	Estilo libre / eco del otro	Pasado (relato)	Expresiva (emoción, reacción)	Gestión de conflicto / tensión	Sin atenuación	Orientada al yo (autoprotección)	Cita / referencia a terceros (según dicen...)	Cualitativa (súper, re-, -ísimo...)	No relevante / neutra	Apoyo / refuerzo del otro	Justificación / excusa	Cambio de tema	Cesión de turno	Aclaración / precisión	Interacción ágil (turnos breves)	Conectivo contrastivo (pero, sin embargo...)	Asegurar contacto (¿sabes?, ¿no?, ¿eh?)	Personal (yo, tú, nosotros...)	Ninguno destacado	Ninguno	Sorpresa	Solapamiento cooperativo	Ninguno	Ninguno	No hay	Ruido que interfiere en el turno	Tensión / ansiedad	
i - words	43.234997	44.751996	claro cada vez hace como más calor	e - words: es algo que me preocupa eh | i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo	7	4.61437350980456	18.4574940392182	94.8143660950803	93.9297103881836	5.28135078110501	1.46493394828348	2.99691603992392	1.54290866285681	PAA	33.3693258769705	35.0404968568025	3.60605066889289	88.5060526529948	90.2520980834961	86.6933555603027	89.3063049316406	93.5131335788303	91.047314453125	94.6131912231445	102.229858398438	29.3870774681126	33.4079950300586	34.0002203073785	33.0040697607872	36.388550688425	36.0187656094675	34.0637691553641	34.6224813436111	Continuador (ajá, mhm, sí sí...)	Exclamativa	Información nueva	Coordinación	Paráfrasis (decir lo mismo de otra forma)	Narrativa (contar hechos)	Estilo libre / eco del otro	Presente / general	Metapragmática (hablar del hablar)	Neutra	Sin atenuación	Orientada al yo (autoprotección)	Reformulación / rodeos	Evaluativa (es brutal, es horrible...)	No relevante / neutra	Crítica directa	Autocrítica seria	Inicio de tema / secuencia	Toma de turno limpia	Continuación lineal	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Preguntas fáticas (¿vale?, ¿sí?)	Personal (yo, tú, nosotros...)	Interjecciones (¡ay!, ¡jo!, ¡uf!...)	Risa	Neutra / sin emoción marcada	No hay	Ninguno	Ninguno	Risa como toma de turno	Irrelevante	Desdén (risita nasal, clic)	
e - words	44.902997	45.442998	más calor	i - words: sí sí sí | e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas	2	3.70369684500582	14.8147873800233	157.987915641383	156.126251220703	16.9274858099444	4.37639612305347	3.52698400053364	2.63048614740388	AAA	34.9818278591061	35.7704898763892	1.86477799443587	156.198329925537	161.532577514648	154.001277923584	147.853271484375	167.583483886719	173.240178426107	184.316998291016	195.082876586914	33.8413989388006	35.2803793335584	35.8893477131136	36.2528061987292	29.9584020820886	28.6909686055798	32.3293947955277	34.5620470371424	Enunciado completo	Afirmativa	Información nueva	Simple	Sin reformulación	Explicativa / expositiva	No hay cita	Presente / general	Expresiva (emoción, reacción)	Gestión de conflicto / tensión	Sin atenuación	Orientada al yo (autoprotección)	Léxico (un poco, algo, más bien...)	Sin intensificación	No relevante / neutra	Neutra	Justificación / excusa	Inicio de tema / secuencia	Interrupción	Desplazamiento temático	Interacción pausada (pocos solapamientos)	Consecuencia (entonces, así que, por eso...)	No fática	Personal (yo, tú, nosotros...)	Ninguno destacado	Ninguno	Neutra / sin emoción marcada	Suspiro solapado	Pensativo (mmm...)	Expiración marcada	No hay	Risas de terceros	Tensión / ansiedad	
e - words	46.160001	46.999997	los veranos muy largos	e - words: aunque digan que no hay cambio climático sí que lo hay | i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos	4	4.76192743774971	22.6191553293111	165.116728071733	154.148529052734	29.943309430532	8.11803290311783	5.78133837600489	3.21803281647639	AAP	36.4012641725673	36.4642299201583	0.455922699494346	158.804691314697	147.379725138346	142.772300720215	141.3069896698	196.255741119385	223.975105285645	232.282421112061	236.34662437439	35.2318404648243	36.5124427480693	36.7545547446777	36.6461778428164	36.5880346668849	36.942760797017	37.0798859144031	36.8057575126014	Enunciado completo	Imperativa / directiva	Información nueva	Simple	Sin reformulación	Descriptiva	No hay cita	Hipotético / condicional	Fática (mantener contacto)	Gestión de conflicto / tensión	Sin atenuación	Orientada al tú (no dañar al otro)	Reformulación / rodeos	Sin intensificación	No relevante / neutra	Neutra	Neutra	Respuesta directa al otro	Toma de turno limpia	Contraste / oposición	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Confirmación / feedback mínimo	Personal (yo, tú, nosotros...)	Interjecciones (¡ay!, ¡jo!, ¡uf!...)	Ninguno	Alegría	Solapamiento cooperativo	Pensativo (mmm...)	Ninguno	No hay	Irrelevante	Neutra	
e - words	47.660001	48.639996	y los inviernos cortos	i - words: mm | e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	4	4.08165347782389	19.3878540196635	156.031067984445	152.055320739746	14.26625057905	3.82017556381406	-4.95223140520305	-1.26123013335607	DAD	34.8453085713432	35.4499217593678	1.78443094571053	177.534824916295	165.95743560791	155.168254852295	142.532768249512	154.450313568115	149.958172607422	157.082138061523	143.598461151123	35.7311797965925	35.6964994075855	36.1444020121585	36.4394579531651	36.2926693488827	35.4434393089911	35.0239317966833	36.2621471540154	Respuesta mínima (sí, ya, claro...)	Afirmativa	Información nueva	Subordinación elaborada / estilo cercano a escrito	Sin reformulación	Narrativa (contar hechos)	Cita indirecta (dijo que...)	Presente / general	Asertiva / informativa	Neutra	Atenuación débil	Orientada al yo (autoprotección)	Reformulación / rodeos	Sin intensificación	No relevante / neutra	Broma / ironía sobre el otro	Neutra	Cierre de secuencia	Solapamiento competitivo	Aclaración / precisión	Interacción ágil (turnos breves)	Consecuencia (entonces, así que, por eso...)	No fática	Textual / anafórica (eso, lo dicho, aquello...)	Ninguno destacado	Suspiro	Neutra / sin emoción marcada	No hay	Ninguno	Ninguno	Risa como toma de turno	Irrelevante	Tensión / ansiedad	
e - words	49.951001	51.330998	porque ahora quién se compra un abrigo	e - words: yo lo he estado observando | i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	7	5.07247479523505	23.1884562067888	164.928388579553	161.823524475098	19.6070165714292	4.82479050968362	-1.71046935178651	-4.79384024830507	ADD	36.0483063156904	36.2776355621174	0.844737152043685	149.947383880615	142.68642356179	141.751253763835	155.387837727865	199.073406512921	218.790036519368	177.073112487793	150.923119178185	35.3680444143559	35.9179456742428	34.9237655210448	34.1002549707249	36.6531847869066	35.707111757144	33.8955140315991	35.8723809439484	Enunciado completo	Afirmativa	Información nueva	Simple	Autocorrección puntual	Descriptiva	No hay cita	Presente / general	Expresiva (emoción, reacción)	Neutra	Atenuación débil	Orientada al yo (autoprotección)	Léxico (un poco, algo, más bien...)	Evaluativa (es brutal, es horrible...)	No relevante / neutra	Neutra	Autocrítica irónica / lúdica	Respuesta directa al otro	Autoseguimiento (seguir con el turno)	Aclaración / precisión	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Asegurar contacto (¿sabes?, ¿no?, ¿eh?)	Personal (yo, tú, nosotros...)	Frases hechas / proverbios	Chasquido / clic de lengua	Neutra / sin emoción marcada	Risa solapada	Esfuerzo / molestia	Ninguno	Sonidos que inician turno (chasquido, inspiración)	Irrelevante	Neutra	
e - words	52.733998	53.233998	no hay tiempo	i - words: claro cada vez hace como más calor | e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	3	6	22	167.526587168376	158.990509033203	24.8684173549559	5.16039254896202	0.245568967150251	-7.11845998001642	DDD	35.7130199279396	35.8757854983127	1.12580429731164	158.462149047852	164.672058105469	148.43189239502	147.999395751953	237.731304168701	197.545374552409	176.802276611328	157.584636688232	35.3062877189181	35.9572310375747	36.3007209219673	36.5224182223477	34.0176332100753	35.62196373346	36.3403802022377	36.6415530082909	Enunciado suspendido	Afirmativa	Información dada	Subordinación ligera	Sin reformulación	Descriptiva	No hay cita	Presente / general	Asertiva / informativa	Neutra	Atenuación débil	Orientada al yo (autoprotección)	Modalizadores (creo, me parece, supongo...)	Evaluativa (es brutal, es horrible...)	No relevante / neutra	Neutra	Justificación / excusa	Continuación / desarrollo	Toma de turno limpia	Continuación lineal	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	No fática	Personal (yo, tú, nosotros...)	Muletillas (en plan, ¿sabes?, ¿vale?, tío/tía...)	Risa	Desprecio	No hay	Ninguno	Hiperventilación ligera	No hay	Risas de terceros	Cercanía / intimidad	
i - words	54.765996	54.915997	risas	e - words: más calor | e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	1	6.66662222251869	33.3331111125935								33.8330205115574	33.9182382813353	0.188466853634499																	Enunciado completo	Dubitativa / mitigada	Información dada	Simple	Sin reformulación	Argumentativa (defender un punto de vista)	Cita directa (dijo: "...")	Presente / general	Metapragmática (hablar del hablar)	Neutra	Sin atenuación	Orientada al decir (presentación del enunciado)	Reformulación / rodeos	Sin intensificación	No relevante / neutra	Neutra	Neutra	Inicio de tema / secuencia	Toma de turno limpia	Continuación lineal	Alta densidad de solapamientos cooperativos	Apertura (bueno, oye, mira...)	No fática	Exofórica (esto/eso de aquí y ahora)	Ninguno destacado	Chasquido / clic de lengua	Asco	Suspiro solapado	Ninguno	Ninguno	Sonidos que inician turno (chasquido, inspiración)	Irrelevante	Neutra	
e - words	55.384	56.554002	cuando yo cosía para todos	e - words: los veranos muy largos | e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	5	4.27349696838126	18.8033866608776	169.59026048058	159.747398376465	59.7967407531446	20.5042725405321	-1.16349980203589	0.770608082479777	DAA	35.5892760122967	36.3701613134554	1.66635995147106	162.585662841797	151.408306884766	154.190259066495	147.999998612837	167.97159576416	153.027572631836	162.992385864258	175.617258707682	33.579661820994	36.1219767234277	36.5859077981852	37.1694550339383	35.0405641605053	33.9981942662919	33.4175474112357	35.8361513254889	Continuador (ajá, mhm, sí sí...)	Afirmativa	Información dada	Coordinación	Sin reformulación	Narrativa (contar hechos)	No hay cita	Presente / general	Asertiva / informativa	Neutra	Sin atenuación	Orientada al tú (no dañar al otro)	Léxico (un poco, algo, más bien...)	Sin intensificación	Cortesía negativa (no imponer, minimizar daño)	Crítica indirecta	Autocrítica seria	Inicio de tema / secuencia	Toma de turno limpia	Continuación lineal	Interacción pausada (pocos solapamientos)	Apertura (bueno, oye, mira...)	Apelación directa al otro	Personal (yo, tú, nosotros...)	Ninguno destacado	Ninguno	Neutra / sin emoción marcada	No hay	Ninguno	Ninguno	Otros	Irrelevante	Neutra	
i - words	55.734997	55.795003	sí	e - words: y los inviernos cortos | e - words: porque ahora quién se compra un abrigo | e - words: no hay tiempo | i - words: risas | e - words: cuando yo cosía para todos | i - words: sí	1	16.6650001666496	33.3300003332993								35.1419063285922	34.7486646344906	0.86850344816452																	Continuador (ajá, mhm, sí sí...)	Interrogativa total (sí/no)	Reformulación de lo anterior	Simple	Sin reformulación	Narrativa (contar hechos)	No hay cita	Pasado (relato)	Directiva (petición, orden, consejo)	Neutra	Sin atenuación	Orientada al yo (autoprotección)	Marcadores atenuantes (bueno, hombre, oye...)	Cualitativa (súper, re-, -ísimo...)	No relevante / neutra	Neutra	Neutra	Cambio de tema	Solapamiento competitivo	Continuación lineal	Interacción pausada (pocos solapamientos)	Consecuencia (entonces, así que, por eso...)	No fática	Personal (yo, tú, nosotros...)	Ninguno destacado	Ninguno	Neutra / sin emoción marcada	No hay	Ninguno	Inspiración audible	Otros	Risas de terceros	Neutra	
